 ,Area,Mean,X,Y,Circ.,AR,Round,Solidity
841,0.054,71.019,136.235,80.933,1.000,1.229,0.814,0.941
842,0.007,186.935,219.609,80.943,1.000,1.000,1.000,1.000
843,0.067,197.862,229.266,81.082,0.982,1.241,0.806,0.800
844,0.350,64.001,146.063,81.328,0.982,1.121,0.892,0.881
845,0.094,215.491,240.326,81.435,0.993,1.928,0.519,0.875
846,0.289,208.075,226.146,81.746,0.884,1.341,0.746,0.896
847,0.081,167.046,235.937,81.640,1.000,1.333,0.750,1.000
848,0.067,77.581,130.928,82.092,1.000,1.236,0.809,0.909
849,0.027,170.292,215.137,82.051,1.000,1.000,1.000,1.000
850,0.047,189.088,66.608,82.947,0.800,1.668,0.600,0.778
851,0.202,182.324,232.668,83.147,0.952,1.382,0.724,0.923
852,0.209,189.494,235.630,83.338,0.960,1.478,0.677,0.886
853,0.027,153.437,214.644,84.061,0.857,2.031,0.492,0.800
854,0.081,162.528,220.682,84.198,1.000,1.218,0.821,0.889
855,0.229,217.701,228.948,84.293,0.919,1.691,0.591,0.883
856,0.269,203.224,237.387,85.072,0.973,1.293,0.773,0.920
857,0.215,424.178,230.739,85.081,0.991,1.122,0.892,0.889
858,0.202,203.999,241.070,85.264,1.000,1.107,0.903,0.909
859,0.135,217.510,233.799,85.300,1.000,1.083,0.923,0.889
860,0.067,159.888,219.953,85.316,1.000,1.559,0.641,0.909
861,0.242,213.996,226.129,85.693,0.903,1.447,0.691,0.847
862,0.094,236.505,232.602,85.889,1.000,1.239,0.807,0.933
863,0.101,172.306,219.198,86.052,0.869,1.299,0.770,0.769
864,0.054,243.103,243.085,86.102,1.000,1.229,0.814,0.941
865,0.249,205.570,236.134,86.596,0.928,1.425,0.702,0.860
866,0.061,184.646,215.916,86.522,1.000,1.000,1.000,1.000
867,0.189,241.046,240.719,86.599,1.000,1.292,0.774,0.903
868,0.040,378.499,232.559,86.618,1.000,1.291,0.775,0.800
869,0.094,243.952,246.046,86.751,0.838,1.851,0.540,0.903
870,0.034,158.725,192.286,87.015,0.873,1.000,1.000,0.714
871,0.094,215.608,235.222,87.185,0.993,1.437,0.696,0.824
872,0.141,239.073,217.151,87.269,0.943,1.158,0.864,0.840
873,0.081,211.084,228.449,87.322,0.851,1.634,0.612,0.800
874,0.027,258.613,229.249,87.302,1.000,1.000,1.000,1.000
875,0.034,173.615,213.881,88.278,1.000,1.553,0.644,0.909
876,0.094,162.395,212.247,88.451,1.000,1.020,0.981,0.933
877,0.074,183.556,208.166,89.282,1.000,1.139,0.878,0.815
878,0.236,259.774,229.190,89.462,0.947,1.455,0.687,0.875
879,0.108,177.067,107.076,90.215,1.000,1.209,0.827,0.889
880,0.155,192.189,226.187,90.425,1.000,1.149,0.871,0.885
881,0.289,364.554,238.406,90.428,0.927,1.580,0.633,0.905
882,0.061,265.954,245.199,90.397,0.923,1.539,0.650,0.900
883,0.229,229.992,235.427,90.864,0.972,1.329,0.753,0.872
884,0.128,199.152,217.112,90.966,0.944,1.547,0.646,0.905
885,0.155,211.835,241.263,91.239,0.964,1.702,0.588,0.902
886,0.034,160.348,89.525,91.380,1.000,1.553,0.644,0.909
887,0.081,189.986,222.282,91.507,1.000,1.281,0.780,0.857
888,0.074,172.952,7.276,91.706,0.976,1.035,0.966,0.846
889,0.182,213.759,225.130,91.844,1.000,1.156,0.865,0.871
890,0.182,181.651,227.552,91.950,1.000,1.490,0.671,0.900
891,0.108,136.864,209.009,91.994,1.000,1.292,0.774,0.889
892,0.168,187.821,234.417,92.341,0.919,1.527,0.655,0.909
893,0.081,248.461,243.649,92.635,0.851,1.782,0.561,0.750
894,0.054,143.384,210.409,92.686,1.000,1.229,0.814,0.941
895,0.094,174.497,91.879,92.881,1.000,1.020,0.981,0.933
896,0.114,208.336,232.162,93.086,1.000,1.385,0.722,0.850
897,0.020,170.114,211.950,93.059,1.000,1.464,0.683,0.857
898,0.020,165.878,12.048,93.305,1.000,1.464,0.683,0.857
899,0.269,243.220,240.739,93.464,0.973,1.451,0.689,0.920
900,0.054,282.602,226.173,93.456,0.914,1.195,0.837,0.800
901,0.047,231.187,242.524,93.415,1.000,1.069,0.936,0.875
902,0.350,169.518,12.792,94.096,0.982,1.115,0.897,0.881
903,0.148,173.183,47.444,93.922,1.000,1.149,0.870,0.863
904,0.283,509.291,244.456,94.177,0.932,1.030,0.971,0.857
905,0.101,215.025,231.626,94.372,0.976,1.392,0.718,0.882
906,0.310,458.756,240.180,94.883,0.830,1.939,0.516,0.868
907,0.128,215.229,228.448,94.831,0.944,1.113,0.898,0.864
908,0.040,171.010,80.902,94.810,1.000,1.500,0.667,1.000
909,0.202,255.524,241.880,95.110,0.929,1.121,0.892,0.896
910,0.074,189.116,47.563,95.123,0.976,1.035,0.966,0.846
911,0.141,213.224,98.916,95.255,0.880,1.839,0.544,0.840
912,0.013,187.132,225.680,95.425,1.000,2.000,0.500,1.000
913,0.229,202.848,221.887,95.714,0.941,1.359,0.736,0.907
914,0.020,328.610,238.480,95.466,0.967,3.000,0.333,1.000
915,0.020,150.785,197.974,95.575,1.000,1.464,0.683,0.857
916,0.209,174.008,41.699,96.771,0.960,1.091,0.917,0.873
917,0.007,224.753,242.172,96.533,1.000,1.000,1.000,1.000
918,0.862,185.249,221.734,97.082,0.820,1.229,0.814,0.889
919,0.034,214.395,232.983,96.697,0.873,1.000,1.000,0.714
920,0.155,215.267,220.672,97.075,1.000,1.311,0.763,0.885
921,0.054,171.769,199.352,97.097,1.000,1.229,0.814,0.941
922,0.034,268.448,238.513,98.026,1.000,1.553,0.644,0.909
923,0.189,232.706,231.137,98.379,1.000,1.263,0.792,0.903
924,0.202,100.079,119.088,98.499,1.000,1.328,0.753,0.923
925,0.343,162.997,34.654,98.714,0.963,1.179,0.848,0.872
926,0.222,246.373,241.041,98.731,0.965,1.226,0.816,0.892
927,0.067,188.801,220.035,98.666,1.000,1.236,0.809,0.909
928,0.020,166.511,191.082,98.857,1.000,1.464,0.683,0.857
929,0.074,154.255,211.120,98.979,0.976,1.450,0.689,0.846
930,0.108,173.799,225.593,99.184,1.000,1.392,0.718,0.889
931,0.013,182.248,235.485,99.322,1.000,2.000,0.500,1.000
932,0.020,207.756,214.959,99.678,1.000,1.464,0.683,0.857
933,0.074,185.384,193.628,99.904,1.000,1.372,0.729,0.957
934,0.182,114.709,173.542,100.362,0.967,1.202,0.832,0.871
935,0.101,159.538,222.841,100.356,1.000,1.137,0.880,0.968
936,0.155,111.411,27.043,100.503,1.000,1.473,0.679,0.902
937,0.357,436.596,236.246,100.609,0.957,1.154,0.866,0.891
938,0.034,94.499,140.167,100.668,1.000,1.553,0.644,0.909
939,0.330,296.812,223.338,100.875,0.846,1.548,0.646,0.867
940,0.054,134.816,204.039,100.799,0.820,1.600,0.625,0.800
941,0.013,256.409,227.937,100.717,1.000,2.000,0.500,1.000
942,0.047,213.027,240.696,100.823,1.000,1.069,0.936,0.875
943,0.013,144.099,198.604,101.004,1.000,2.000,0.500,1.000
944,0.242,178.746,218.202,101.328,0.923,1.496,0.668,0.878
945,0.128,143.868,222.606,101.361,0.944,1.499,0.667,0.905
946,0.094,179.443,75.879,101.333,1.000,1.020,0.981,0.933
947,0.209,169.803,224.367,101.620,1.000,1.372,0.729,0.939
948,0.007,161.619,189.496,101.456,1.000,1.000,1.000,1.000
949,0.054,219.053,240.603,101.938,1.000,1.229,0.814,0.941
950,0.020,175.768,212.251,101.975,1.000,1.464,0.683,0.857
951,0.094,191.562,243.421,102.059,0.993,1.264,0.791,0.848
952,0.114,183.913,218.716,102.146,1.000,1.263,0.792,0.919
953,0.081,154.595,235.649,102.235,1.000,1.000,1.000,0.857
954,0.027,141.912,20.431,102.317,1.000,1.000,1.000,1.000
955,0.007,160.014,183.752,102.358,1.000,1.000,1.000,1.000
956,0.040,184.301,227.403,102.481,1.000,1.500,0.667,1.000
957,0.074,171.740,12.811,102.776,1.000,1.372,0.729,0.957
958,0.316,160.965,89.841,103.027,1.000,1.155,0.866,0.931
959,0.067,179.191,230.029,103.031,1.000,1.236,0.809,0.909
960,0.135,178.788,64.771,103.203,1.000,1.165,0.858,0.889
961,0.114,172.444,232.785,103.188,1.000,1.263,0.792,0.919
962,0.162,132.381,167.544,103.360,0.978,1.224,0.817,0.842
963,0.088,202.515,194.236,103.488,1.000,1.370,0.730,0.929
964,0.047,177.417,194.935,103.507,1.000,1.069,0.936,0.875
965,0.141,144.649,214.287,103.648,0.856,1.695,0.590,0.792
966,0.613,119.686,147.431,103.893,0.954,1.278,0.782,0.924
967,0.162,138.069,215.301,103.671,1.000,1.299,0.770,0.889
968,0.175,197.158,72.874,104.192,1.000,1.131,0.884,0.881
969,0.061,152.742,219.946,104.282,1.000,1.817,0.550,0.857
970,0.101,164.427,211.688,104.382,0.976,1.392,0.718,0.882
971,0.074,147.488,217.833,104.521,0.976,1.450,0.690,0.815
972,0.236,110.922,135.872,104.717,0.947,1.165,0.858,0.864
973,0.215,160.561,223.970,104.961,0.936,1.489,0.672,0.901
974,0.074,152.228,13.609,104.812,1.000,1.372,0.729,0.957
975,0.175,114.506,156.376,104.955,1.000,1.131,0.884,0.881
976,0.040,145.172,213.961,105.052,1.000,1.291,0.775,0.800
977,0.135,149.718,219.514,105.230,0.965,1.274,0.785,0.833
978,0.155,127.835,150.736,105.316,0.964,1.063,0.941,0.868
979,0.465,126.038,141.945,105.770,0.803,1.885,0.531,0.857
980,0.027,239.039,235.793,105.394,0.857,1.468,0.681,0.800
981,0.047,118.951,136.573,105.500,1.000,1.069,0.936,0.875
982,0.175,212.383,63.507,105.804,1.000,1.184,0.845,0.929
983,0.269,115.457,130.705,106.009,0.887,1.303,0.767,0.833
984,0.121,192.085,221.373,105.905,1.000,1.218,0.821,0.947
985,0.074,162.517,228.604,106.058,1.000,1.372,0.729,0.957
986,0.054,138.023,204.757,106.153,0.914,1.554,0.644,0.800
987,0.094,198.855,234.583,106.361,0.911,1.471,0.680,0.848
988,0.525,172.056,79.056,106.729,0.829,1.589,0.629,0.881
989,0.108,232.685,239.962,106.471,1.000,1.317,0.759,0.821
990,0.027,124.956,148.348,106.502,1.000,1.000,1.000,1.000
991,0.229,178.896,231.636,106.716,0.994,1.142,0.875,0.907
992,0.168,179.460,227.715,106.946,0.954,1.523,0.657,0.862
993,0.027,149.020,18.215,106.830,1.000,1.000,1.000,1.000
994,0.141,164.929,212.494,107.012,0.943,1.238,0.808,0.840
995,0.155,198.609,88.406,107.039,0.964,1.200,0.833,0.885
996,0.040,149.927,209.188,106.994,1.000,1.500,0.667,1.000
997,0.195,147.246,215.164,107.213,0.977,1.102,0.907,0.906
998,0.148,102.794,172.027,107.274,1.000,1.101,0.908,0.936
999,0.175,195.868,232.320,107.366,0.993,1.537,0.650,0.881
1000,0.027,156.733,36.430,107.240,1.000,1.000,1.000,1.000
1001,0.034,199.273,235.789,107.232,1.000,1.553,0.644,0.909
1002,0.411,274.895,230.033,107.714,1.000,1.158,0.863,0.931
1003,0.168,129.924,138.825,107.708,1.000,1.312,0.762,0.926
1004,0.276,315.685,245.384,107.868,1.000,1.006,0.994,0.921
1005,0.296,137.453,139.544,107.971,0.930,1.424,0.702,0.871
1006,0.168,238.779,241.995,107.879,0.954,1.043,0.959,0.847
1007,0.135,190.835,218.173,108.061,1.000,1.435,0.697,0.909
1008,0.209,207.872,226.760,108.073,1.000,1.230,0.813,0.873
1009,0.175,209.635,67.004,108.209,1.000,1.147,0.872,0.929
1010,0.067,194.933,221.044,108.184,1.000,1.551,0.645,0.909
1011,0.155,165.968,216.030,108.348,0.964,1.608,0.622,0.902
1012,0.162,341.159,242.265,108.348,1.000,1.210,0.827,0.906
1013,0.061,172.422,236.812,108.357,1.000,1.340,0.746,0.857
1014,0.054,167.489,203.598,108.604,1.000,1.229,0.814,0.941
1015,0.081,157.053,213.229,108.806,1.000,1.281,0.780,0.857
1016,0.458,182.339,58.824,109.219,0.926,1.263,0.792,0.907
1017,0.121,147.754,185.516,109.086,0.935,1.085,0.922,0.818
1018,0.121,158.140,190.895,109.095,1.000,1.197,0.835,0.837
1019,0.081,156.766,212.593,109.004,1.000,1.333,0.750,1.000
1020,0.027,179.936,197.414,109.209,1.000,1.000,1.000,1.000
1021,0.182,165.450,233.545,109.354,1.000,1.475,0.678,0.885
1022,0.121,136.850,133.332,109.415,0.935,1.085,0.922,0.818
1023,0.195,287.128,241.454,109.528,0.898,1.723,0.580,0.853
1024,0.182,185.790,232.168,109.755,1.000,1.632,0.613,0.900
1025,0.061,118.714,184.245,109.825,1.000,1.000,1.000,1.000
1026,0.229,205.151,224.001,110.443,0.919,1.373,0.728,0.850
1027,0.121,141.847,212.461,110.477,1.000,1.257,0.795,0.857
1028,0.054,196.516,242.326,110.553,1.000,1.229,0.814,0.941
1029,0.027,135.238,115.199,110.686,1.000,1.000,1.000,1.000
1030,0.061,163.679,199.834,110.727,1.000,1.000,1.000,1.000
1031,0.094,182.276,39.630,110.868,1.000,1.125,0.889,0.933
1032,0.094,196.956,234.975,110.850,1.000,1.020,0.981,0.933
1033,0.189,194.064,87.879,111.003,1.000,1.145,0.873,0.889
1034,0.047,171.452,109.250,110.973,1.000,1.596,0.626,0.875
1035,0.189,182.900,238.222,111.404,0.920,1.202,0.832,0.836
1036,0.209,179.729,42.689,111.482,0.960,1.112,0.899,0.873
1037,0.141,130.480,16.221,111.880,1.000,1.182,0.846,0.913
1038,0.283,93.875,22.072,111.917,0.971,1.474,0.678,0.955
1039,1.340,118.712,122.247,112.376,0.918,1.133,0.883,0.917
1040,0.088,149.975,201.059,111.933,1.000,1.145,0.874,0.812
1041,0.162,201.504,233.680,112.245,1.000,1.000,1.000,0.857
1042,0.067,174.820,196.290,112.327,1.000,1.327,0.753,0.909
1043,0.054,175.357,209.875,112.297,0.820,1.767,0.566,0.842
1044,0.034,215.471,77.595,112.401,1.000,1.553,0.644,0.909
1045,0.276,209.942,219.593,112.743,0.884,1.918,0.521,0.921
1046,0.485,195.848,239.178,112.697,0.980,1.138,0.879,0.911
1047,0.081,159.880,208.696,112.573,1.000,1.333,0.750,1.000
1048,0.148,217.823,218.124,112.786,1.000,1.101,0.908,0.936
1049,1.030,182.334,90.504,113.447,0.857,1.371,0.730,0.884
1050,0.081,151.568,193.345,113.203,0.967,1.579,0.633,0.889
1051,0.135,179.859,214.747,113.144,0.994,1.403,0.713,0.909
1052,0.148,176.067,224.688,113.196,1.000,1.101,0.908,0.936
1053,0.411,154.186,204.343,113.443,0.898,1.287,0.777,0.884
1054,0.108,210.365,221.578,113.394,1.000,1.209,0.827,0.889
1055,0.074,166.385,111.309,113.651,1.000,1.372,0.729,0.957
1056,0.027,244.286,216.532,113.640,1.000,1.000,1.000,1.000
1057,0.067,143.809,240.351,113.804,1.000,1.327,0.753,0.909
1058,0.034,221.144,218.690,113.878,1.000,1.553,0.644,0.909
1059,0.512,124.787,185.493,114.545,0.911,1.208,0.827,0.916
1060,0.081,166.143,226.091,114.297,1.000,1.333,0.750,1.000
1061,0.074,191.128,220.951,114.591,1.000,1.372,0.729,0.957
1062,0.168,171.823,203.783,114.813,0.954,1.313,0.761,0.877
1063,0.269,205.057,200.064,114.924,0.973,1.082,0.925,0.909
1064,0.209,178.910,54.097,115.034,1.000,1.308,0.765,0.873
1065,0.007,148.373,211.814,114.830,1.000,1.000,1.000,1.000
1066,0.101,164.862,229.132,115.098,1.000,1.435,0.697,0.882
1067,0.498,178.016,54.555,115.557,0.874,1.343,0.745,0.886
1068,0.040,140.995,202.255,115.404,1.000,1.500,0.667,1.000
1069,0.101,208.642,213.860,115.738,0.942,1.227,0.815,0.789
1070,0.061,222.111,234.323,115.650,1.000,1.542,0.648,0.857
1071,0.088,175.608,227.485,115.732,1.000,1.735,0.576,0.929
1072,0.034,134.931,204.642,115.798,1.000,1.553,0.644,0.909
1073,0.189,182.661,55.317,115.993,1.000,1.139,0.878,0.903
1074,0.135,159.436,210.788,115.913,0.925,1.619,0.618,0.909
1075,0.168,155.901,223.393,116.284,0.954,1.377,0.726,0.862
1076,0.175,159.276,211.517,116.502,0.993,1.372,0.729,0.867
1077,0.047,176.779,216.702,116.436,0.800,1.267,0.790,0.778
1078,0.027,137.464,199.260,116.512,1.000,2.031,0.492,0.800
1079,0.545,90.609,20.319,117.053,0.923,1.125,0.889,0.900
1080,0.633,119.958,148.794,117.009,0.880,1.379,0.725,0.895
1081,0.101,173.577,225.817,116.722,0.898,1.869,0.535,0.909
1082,0.081,194.934,231.403,116.751,1.000,1.281,0.780,0.857
1083,0.263,130.621,198.618,117.077,0.883,1.209,0.827,0.857
1084,0.148,317.197,242.232,117.004,1.000,1.176,0.850,0.880
1085,0.061,104.915,13.661,116.963,1.000,1.000,1.000,1.000
1086,0.047,129.976,206.562,117.350,1.000,1.069,0.936,0.875
1087,0.242,148.398,210.410,117.551,1.000,1.149,0.870,0.878
1088,0.040,126.439,148.224,117.743,1.000,1.500,0.667,1.000
1089,0.148,171.295,225.926,117.877,0.988,1.113,0.898,0.880
1090,0.040,125.504,200.532,117.866,1.000,1.500,0.667,1.000
1091,0.067,148.985,123.691,118.046,1.000,1.236,0.809,0.909
1092,0.424,187.845,58.327,118.487,0.983,1.189,0.841,0.906
1093,0.350,127.757,201.344,118.421,0.922,1.331,0.751,0.860
1094,0.067,153.395,224.737,118.260,1.000,1.327,0.753,0.909
1095,0.175,202.011,226.990,118.333,0.993,1.415,0.707,0.881
1096,0.189,191.328,61.142,118.631,1.000,1.014,0.986,0.889
1097,0.135,147.839,220.618,118.699,1.000,1.203,0.831,0.851
1098,0.081,173.840,4.533,118.714,1.000,1.135,0.881,0.857
1099,0.054,145.895,204.470,118.943,1.000,1.308,0.764,0.800
1100,0.013,184.002,104.574,119.138,1.000,2.000,0.500,1.000
1101,0.020,185.589,207.492,119.479,1.000,1.464,0.683,0.857
1102,0.047,140.286,219.444,119.729,1.000,1.069,0.936,0.875
1103,0.101,144.365,222.316,119.753,1.000,1.667,0.600,1.000
1104,0.195,124.695,218.697,120.078,0.977,1.352,0.740,0.906
1105,0.141,189.265,92.493,120.230,0.943,1.311,0.763,0.875
1106,0.162,128.616,9.179,120.365,0.978,1.156,0.865,0.842
1107,0.276,150.593,124.364,120.485,0.866,1.167,0.857,0.872
1108,0.081,169.588,193.674,120.505,0.967,1.579,0.633,0.889
1109,0.222,187.921,199.093,120.785,1.000,1.344,0.744,0.904
1110,0.108,180.096,118.896,120.840,1.000,1.234,0.810,0.889
1111,0.027,95.143,188.224,120.779,1.000,1.000,1.000,1.000
1112,0.094,140.463,223.342,120.849,0.811,1.837,0.545,0.757
1113,0.040,148.221,214.932,120.861,1.000,1.500,0.667,1.000
1114,0.182,182.315,207.091,121.099,0.967,1.124,0.890,0.871
1115,0.135,171.461,212.052,121.062,1.000,1.083,0.923,0.889
1116,0.155,106.772,12.252,121.251,1.000,1.174,0.852,0.885
1117,0.108,161.908,217.126,121.199,1.000,1.150,0.869,0.889
1118,0.047,185.766,242.008,121.171,1.000,1.069,0.936,0.875
1119,0.175,160.707,119.699,121.340,1.000,1.131,0.884,0.881
1120,0.047,177.888,230.779,121.277,0.800,1.387,0.721,0.737
1121,0.088,179.909,203.413,121.343,1.000,1.159,0.863,0.897
1122,0.047,180.165,226.747,121.394,1.000,1.596,0.626,0.875
1123,0.020,233.223,75.145,121.421,1.000,1.464,0.683,0.857
1124,0.135,138.966,160.179,121.570,0.965,1.203,0.831,0.851
1125,0.054,187.814,200.337,121.876,1.000,1.229,0.814,0.941
1126,0.148,181.922,206.857,122.255,0.897,1.244,0.804,0.800
1127,0.128,180.492,213.610,122.344,1.000,1.273,0.785,0.974
1128,0.040,199.717,200.039,122.379,1.000,1.500,0.667,1.000
1129,0.040,133.683,155.281,122.420,1.000,1.500,0.667,1.000
1130,0.034,191.528,104.590,122.756,1.000,1.553,0.644,0.909
1131,0.249,159.774,116.799,123.281,1.000,1.000,1.000,0.902
1132,0.027,159.119,235.116,123.096,1.000,1.468,0.681,0.800
1133,0.619,157.811,7.170,123.517,0.964,1.052,0.950,0.906
1134,0.094,184.855,202.097,123.258,0.911,1.563,0.640,0.848
1135,0.276,278.201,244.402,123.543,0.928,1.480,0.676,0.882
1136,0.936,148.877,207.717,123.793,0.925,1.300,0.769,0.917
1137,0.155,164.508,8.999,123.631,0.964,1.174,0.852,0.885
1138,0.121,153.201,210.378,123.710,1.000,1.218,0.821,0.947
1139,0.054,154.801,229.126,123.732,0.914,1.195,0.837,0.800
1140,0.141,189.895,114.779,123.836,1.000,1.116,0.896,0.857
1141,0.027,142.479,189.701,123.732,1.000,1.000,1.000,1.000
1142,0.054,145.180,234.552,123.763,1.000,1.229,0.814,0.941
1143,0.013,231.486,81.476,123.773,1.000,2.000,0.500,1.000
1144,0.202,146.122,193.847,124.041,1.000,1.416,0.706,0.938
1145,0.094,192.612,202.419,123.879,1.000,1.020,0.981,0.933
1146,0.182,215.696,224.422,123.992,0.967,1.695,0.590,0.915
1147,0.175,217.663,223.547,124.143,1.000,1.184,0.845,0.929
1148,0.088,239.921,226.091,124.127,0.956,1.551,0.645,0.929
1149,0.202,209.525,77.997,124.320,0.929,1.608,0.622,0.857
1150,0.108,176.899,213.044,124.553,1.000,1.209,0.827,0.889
1151,0.088,175.533,231.815,124.771,1.000,1.796,0.557,0.929
1152,0.108,175.682,201.260,125.107,1.000,1.150,0.869,0.889
1153,0.020,201.981,196.826,125.031,1.000,1.464,0.683,0.857
1154,0.182,195.066,215.959,125.202,1.000,1.316,0.760,0.885
1155,0.263,203.327,98.195,125.349,0.978,1.114,0.898,0.876
1156,0.067,195.978,209.836,125.185,1.000,1.288,0.776,0.909
1157,0.047,204.238,226.583,125.192,1.000,1.069,0.936,0.875
1158,0.061,185.708,212.224,125.250,1.000,1.000,1.000,1.000
1159,0.148,167.865,219.627,125.396,1.000,1.249,0.800,0.957
1160,0.094,196.113,198.545,125.455,1.000,1.020,0.981,0.933
1161,0.054,190.830,208.501,125.394,0.914,1.605,0.623,0.800
1162,0.229,222.362,223.870,125.569,0.994,1.248,0.801,0.919
1163,0.067,136.006,242.706,125.562,1.000,1.327,0.753,0.909
1164,0.289,136.043,42.177,125.912,1.000,1.153,0.867,0.905
1165,0.061,176.767,207.137,125.825,1.000,1.000,1.000,1.000
1166,0.195,185.628,91.069,126.011,1.000,1.076,0.929,0.906
1167,0.020,198.905,201.366,125.961,1.000,1.464,0.683,0.857
1168,0.007,188.080,221.250,125.907,1.000,1.000,1.000,1.000
1169,0.727,127.474,40.742,126.396,0.967,1.251,0.799,0.919
1170,0.229,180.781,203.910,126.218,0.972,1.218,0.821,0.850
1171,0.088,180.634,234.138,126.102,0.922,1.069,0.936,0.788
1172,0.141,187.091,106.820,126.329,0.802,1.832,0.546,0.792
1173,0.148,198.454,57.682,126.377,1.000,1.176,0.850,0.880
1174,0.094,138.160,180.775,126.358,1.000,1.020,0.981,0.933
1175,0.027,170.864,205.373,126.276,1.000,1.000,1.000,1.000
1176,0.505,113.613,37.383,126.698,0.953,1.112,0.899,0.882
1177,0.518,165.604,99.963,126.915,0.942,1.053,0.950,0.895
1178,0.081,179.839,211.185,126.967,0.967,1.218,0.821,0.889
1179,0.034,219.241,214.095,126.924,1.000,1.553,0.644,0.909
1180,0.040,374.414,243.663,127.397,1.000,1.291,0.775,0.800
1181,0.135,183.219,90.153,127.773,0.898,1.465,0.683,0.816
1182,0.108,130.692,187.988,128.019,1.000,1.150,0.869,0.889
1183,0.148,114.953,189.865,128.100,1.000,1.459,0.685,0.957
1184,0.020,157.528,222.043,127.903,1.000,1.464,0.683,0.857
1185,0.054,114.545,186.696,128.030,1.000,1.229,0.814,0.941
1186,0.215,166.529,201.721,128.130,0.991,1.277,0.783,0.889
1187,0.074,211.870,197.246,128.189,0.976,1.450,0.689,0.846
1188,0.249,135.704,171.363,128.696,1.000,1.000,1.000,0.902
1189,0.061,169.236,192.942,128.861,1.000,1.000,1.000,1.000
1190,0.094,163.747,6.564,129.001,1.000,1.125,0.889,0.933
1191,0.013,169.079,242.049,128.861,1.000,2.000,0.500,1.000
1192,0.175,179.527,203.359,129.081,0.993,1.415,0.707,0.881
1193,0.162,160.549,204.098,129.072,0.809,1.968,0.508,0.873
1194,0.027,171.786,222.193,129.066,1.000,1.000,1.000,1.000
1195,0.370,155.280,43.504,129.368,0.950,1.159,0.863,0.902
1196,0.121,196.531,199.629,129.303,0.965,1.672,0.598,0.878
1197,0.175,181.599,219.769,129.754,0.993,1.349,0.742,0.881
1198,0.027,200.297,87.384,129.640,1.000,1.000,1.000,1.000
1199,0.094,197.808,216.614,129.804,1.000,1.319,0.758,0.933
1200,0.357,241.786,80.028,130.122,0.957,1.218,0.821,0.891
1201,0.027,217.347,92.225,129.968,1.000,1.000,1.000,1.000
1202,0.067,184.012,189.209,130.009,1.000,1.551,0.645,0.909
1203,0.175,189.478,194.144,130.539,0.932,1.288,0.776,0.852
1204,0.054,240.043,229.229,130.532,0.914,1.435,0.697,0.842
1205,0.155,101.255,184.330,130.851,0.878,1.484,0.674,0.836
1206,0.027,237.440,201.311,130.707,1.000,2.031,0.492,0.800
1207,0.067,180.195,122.321,130.936,0.982,1.241,0.806,0.800
1208,0.121,127.428,135.238,131.085,1.000,1.130,0.885,0.857
1209,0.653,162.791,155.503,131.282,0.951,1.166,0.858,0.928
1210,0.007,208.014,211.075,131.240,1.000,1.000,1.000,1.000
1211,0.047,199.287,126.235,131.463,1.000,1.069,0.936,0.875
1212,0.370,193.081,117.226,131.756,0.993,1.125,0.889,0.909
1213,0.128,186.230,205.919,132.328,1.000,1.336,0.749,0.884
1214,0.256,188.489,214.236,132.512,0.905,1.291,0.775,0.854
1215,0.020,148.701,228.087,132.279,1.000,1.464,0.683,0.857
1216,0.027,182.183,103.876,132.348,1.000,1.000,1.000,1.000
1217,0.141,158.363,225.567,132.592,1.000,1.282,0.780,0.857
1218,0.074,153.761,226.784,132.799,0.887,1.099,0.910,0.846
1219,0.114,304.421,232.394,132.867,1.000,1.131,0.884,0.829
1220,0.539,142.577,44.663,133.199,0.944,1.109,0.901,0.894
1221,0.189,271.248,83.009,133.253,0.920,1.542,0.649,0.848
1222,0.047,129.404,40.023,133.209,1.000,1.069,0.936,0.875
1223,0.007,153.806,196.634,133.127,1.000,1.000,1.000,1.000
1224,0.128,176.706,191.906,133.334,1.000,1.343,0.744,0.884
1225,0.027,280.893,202.029,133.455,0.857,1.468,0.681,0.800
1226,0.101,152.483,221.922,133.855,0.976,1.439,0.695,0.857
1227,0.148,179.902,204.504,133.955,1.000,1.101,0.908,0.936
1228,0.108,162.326,210.603,133.896,1.000,1.150,0.869,0.889
1229,0.040,179.796,102.413,134.344,1.000,1.124,0.890,0.800
1230,0.121,237.794,201.416,134.536,1.000,1.220,0.819,0.857
1231,0.121,209.479,216.099,134.563,1.000,1.218,0.821,0.947
1232,0.034,190.512,198.833,134.571,1.000,1.553,0.644,0.909
1233,0.135,171.857,210.468,134.698,0.898,1.354,0.738,0.851
1234,0.027,229.340,200.060,135.425,0.857,1.468,0.681,0.800
1235,0.189,176.918,198.208,135.703,1.000,1.144,0.874,0.889
1236,0.054,278.323,238.972,135.630,0.914,1.195,0.837,0.800
1237,0.061,238.435,85.374,135.671,1.000,1.000,1.000,1.000
1238,0.384,230.427,200.131,136.612,0.904,1.501,0.666,0.927
1239,0.088,276.021,76.727,136.933,1.000,1.159,0.863,0.897
1240,0.303,206.287,103.153,137.153,1.000,1.191,0.840,0.909
1241,0.094,210.288,214.562,137.007,1.000,1.020,0.981,0.933
1242,6.032,55.891,19.752,138.559,0.872,1.366,0.732,0.955
1243,0.182,228.403,202.949,137.272,0.943,1.379,0.725,0.818
