 ,Area,Mean,X,Y,Circ.,AR,Round,Solidity
1244,0.189,140.648,42.364,137.444,1.000,1.144,0.874,0.889
1245,0.013,185.770,216.614,137.230,1.000,2.000,0.500,1.000
1246,0.007,173.873,216.819,137.312,1.000,1.000,1.000,1.000
1247,0.040,257.569,83.856,137.476,1.000,1.500,0.667,1.000
1248,0.162,221.689,202.474,137.589,0.916,1.098,0.911,0.828
1249,0.101,175.576,224.072,137.525,1.000,1.137,0.880,0.968
1250,0.471,142.786,129.941,137.941,0.991,1.097,0.912,0.909
1251,0.141,182.825,210.345,137.765,0.856,1.327,0.753,0.808
1252,0.027,217.013,88.697,137.763,1.000,1.000,1.000,1.000
1253,0.189,213.491,203.823,138.056,0.920,1.791,0.558,0.848
1254,0.215,300.677,243.847,138.227,0.991,1.086,0.921,0.877
1255,0.081,183.879,209.776,138.139,0.967,1.579,0.633,0.889
1256,0.141,113.730,175.383,138.296,1.000,1.000,1.000,0.913
1257,0.007,185.518,214.193,138.132,1.000,1.000,1.000,1.000
1258,0.128,244.797,55.006,138.331,1.000,1.273,0.785,0.974
1259,0.061,133.827,126.344,138.305,1.000,1.340,0.746,0.857
1260,0.061,170.954,210.282,138.369,1.000,1.340,0.746,0.857
1261,0.485,186.215,205.261,138.878,0.808,1.774,0.564,0.857
1262,0.512,153.253,238.131,138.944,0.866,1.447,0.691,0.889
1263,0.034,181.797,115.240,138.871,0.873,1.000,1.000,0.714
1264,0.040,113.665,139.787,138.857,1.000,1.291,0.775,0.800
1265,0.020,119.201,191.164,138.843,1.000,1.464,0.683,0.857
1266,0.007,140.389,198.604,139.117,1.000,1.000,1.000,1.000
1267,0.283,196.216,206.240,139.523,1.000,1.137,0.880,0.933
1268,0.175,229.306,51.376,139.556,1.000,1.131,0.884,0.881
1269,0.135,166.504,212.601,139.548,0.994,1.371,0.730,0.909
1270,0.081,238.011,82.707,139.691,1.000,1.333,0.750,1.000
1271,0.128,196.917,89.623,139.860,1.000,1.380,0.725,0.884
1272,0.040,196.225,194.405,139.760,1.000,1.291,0.775,0.800
1273,0.074,173.417,208.278,139.803,1.000,1.372,0.729,0.957
1274,0.088,119.276,176.545,139.874,0.922,1.312,0.762,0.812
1275,0.747,237.374,61.572,140.198,0.907,1.650,0.606,0.933
1276,0.236,310.069,240.951,140.090,1.000,1.182,0.846,0.864
1277,0.027,157.296,229.824,140.142,1.000,1.000,1.000,1.000
1278,0.269,130.912,202.796,140.663,0.887,1.519,0.658,0.833
1279,0.027,195.113,205.209,140.471,1.000,1.000,1.000,1.000
1280,0.047,187.323,216.057,140.594,1.000,1.069,0.936,0.875
1281,0.135,129.602,203.830,140.832,0.994,1.165,0.858,0.889
1282,0.034,159.166,214.242,140.774,1.000,1.553,0.644,0.909
1283,0.215,152.144,197.265,140.983,0.936,1.355,0.738,0.889
1284,0.020,247.465,68.991,141.360,1.000,1.464,0.683,0.857
1285,0.108,167.433,224.183,141.825,0.927,1.233,0.811,0.800
1286,0.539,143.691,127.591,142.683,0.959,1.033,0.968,0.909
1287,0.040,148.439,207.342,142.399,1.000,1.500,0.667,1.000
1288,0.121,168.919,214.904,142.540,0.965,1.442,0.694,0.878
1289,0.040,203.408,232.573,142.686,1.000,1.500,0.667,1.000
1290,0.646,192.137,84.230,143.169,0.960,1.111,0.900,0.906
1291,1.118,182.687,105.323,143.347,0.917,1.390,0.720,0.927
1292,0.135,151.237,227.801,143.182,0.994,1.213,0.824,0.909
1293,0.673,182.335,108.322,143.505,0.949,1.177,0.850,0.935
1294,0.202,185.040,204.525,143.342,0.929,1.312,0.762,0.857
1295,0.316,149.986,166.433,143.506,0.993,1.086,0.921,0.887
1296,0.007,155.723,198.029,143.219,1.000,1.000,1.000,1.000
1297,0.027,165.225,223.855,143.281,0.857,2.000,0.500,0.800
1298,0.094,132.190,12.636,143.407,1.000,1.020,0.981,0.933
1299,0.074,186.848,214.820,143.458,1.000,1.372,0.729,0.957
1300,0.202,196.529,212.828,143.682,1.000,1.116,0.896,0.923
1301,0.889,236.271,100.296,144.202,0.965,1.089,0.918,0.926
1302,0.034,315.412,221.758,143.909,1.000,1.553,0.644,0.909
1303,0.195,286.359,242.238,144.147,0.953,1.079,0.927,0.853
1304,1.077,180.112,106.208,144.516,0.948,1.167,0.857,0.941
1305,0.054,153.052,227.332,144.112,1.000,1.229,0.814,0.941
1306,0.088,194.108,217.317,144.337,0.922,1.287,0.777,0.812
1307,0.047,235.217,1.518,144.392,1.000,1.069,0.936,0.875
1308,0.040,161.435,229.714,144.436,1.000,1.291,0.775,0.800
1309,0.236,169.669,203.428,144.966,0.851,1.582,0.632,0.864
1310,0.451,210.405,104.896,145.502,1.000,1.111,0.900,0.937
1311,0.027,192.144,211.198,145.230,1.000,1.000,1.000,1.000
1312,0.141,172.133,213.759,145.411,0.856,1.306,0.765,0.764
1313,0.040,257.987,101.551,145.339,1.000,1.291,0.775,0.800
1314,0.061,177.535,232.326,145.353,1.000,1.000,1.000,1.000
1315,0.094,182.025,199.547,145.575,1.000,1.125,0.889,0.933
1316,2.881,219.090,103.295,146.998,0.826,1.252,0.798,0.923
1317,0.114,204.204,206.891,146.337,1.000,1.385,0.722,0.850
1318,0.047,221.353,86.358,146.396,1.000,1.069,0.936,0.875
1319,0.047,262.701,91.527,146.396,1.000,1.069,0.936,0.875
1320,0.996,241.659,110.591,146.892,0.914,1.074,0.931,0.908
1321,0.835,223.405,100.075,146.991,0.960,1.075,0.930,0.912
1322,0.067,153.727,218.796,146.649,1.000,1.288,0.776,0.909
1323,0.054,146.660,211.578,146.655,1.000,1.229,0.814,0.941
1324,0.061,248.226,98.310,146.820,1.000,1.340,0.746,0.857
1325,0.364,214.240,72.762,147.092,0.894,1.543,0.648,0.908
1326,0.034,244.085,77.464,147.305,1.000,1.553,0.644,0.909
1327,0.458,194.888,86.170,147.807,0.962,1.139,0.878,0.895
1328,0.283,136.100,211.650,147.769,0.906,1.523,0.657,0.894
1329,0.168,214.672,99.214,147.916,1.000,1.126,0.888,0.862
1330,0.007,197.860,201.147,147.732,1.000,1.000,1.000,1.000
1331,0.061,195.339,202.405,148.079,1.000,1.185,0.844,0.857
1332,0.047,151.496,207.207,148.084,1.000,1.380,0.725,0.875
1333,0.020,196.971,88.191,148.115,1.000,1.464,0.683,0.857
1334,2.100,223.835,101.649,149.117,0.873,1.391,0.719,0.929
1335,0.289,245.802,98.838,148.841,1.000,1.062,0.942,0.869
1336,0.027,120.952,213.988,148.594,1.000,1.000,1.000,1.000
1337,0.343,221.778,92.786,149.090,1.000,1.099,0.910,0.911
1338,0.249,112.157,191.578,149.211,0.948,1.258,0.795,0.914
1339,1.057,223.056,91.564,149.664,0.921,1.352,0.739,0.929
1340,0.498,176.829,116.215,149.904,0.954,1.035,0.966,0.892
1341,0.054,234.026,63.374,149.794,1.000,1.229,0.814,0.941
1342,0.128,125.159,194.648,150.107,1.000,1.380,0.725,0.884
1343,0.586,238.590,64.019,150.483,0.912,1.512,0.661,0.911
1344,0.303,223.866,101.642,150.294,0.951,1.044,0.958,0.874
1345,0.364,221.113,90.385,150.408,0.975,1.222,0.818,0.900
1346,0.114,126.777,211.172,150.338,0.985,1.459,0.685,0.850
1347,0.222,174.773,214.556,150.435,1.000,1.246,0.803,0.904
1348,0.088,178.878,217.589,150.307,1.000,1.159,0.863,0.897
1349,0.491,154.722,122.729,151.327,0.994,1.146,0.873,0.930
1350,0.747,232.271,99.840,151.596,0.952,1.068,0.937,0.906
1351,0.276,120.268,139.315,151.446,0.928,1.489,0.672,0.891
1352,0.047,147.472,203.034,151.155,1.000,1.069,0.936,0.875
1353,0.061,223.517,77.114,151.333,1.000,1.340,0.746,0.857
1354,0.013,117.501,172.594,151.465,1.000,2.000,0.500,1.000
1355,0.135,134.410,207.481,151.699,0.965,1.417,0.706,0.851
1356,0.061,138.907,228.771,151.652,1.000,1.185,0.844,0.857
1357,2.922,236.842,100.947,152.653,0.895,1.047,0.955,0.935
1358,0.121,113.554,177.115,152.085,1.000,1.257,0.795,0.857
1359,0.013,77.292,37.743,152.081,1.000,2.000,0.500,1.000
1360,0.067,108.584,243.485,152.343,1.000,1.236,0.809,0.909
1361,0.027,123.198,220.224,152.614,1.000,1.000,1.000,1.000
1362,0.040,148.012,219.403,152.819,1.000,1.500,0.667,1.000
1363,0.518,245.063,96.662,153.139,0.957,1.164,0.859,0.917
1364,0.007,138.206,228.060,152.901,1.000,1.000,1.000,1.000
1365,0.377,246.100,90.723,153.249,0.967,1.197,0.836,0.911
1366,0.465,128.727,140.950,153.302,0.976,1.051,0.951,0.902
1367,0.027,205.122,49.969,153.106,1.000,1.000,1.000,1.000
1368,0.209,202.644,104.918,153.949,0.960,1.112,0.899,0.873
1369,1.326,260.739,100.944,154.442,0.948,1.029,0.971,0.934
1370,0.054,141.204,207.373,153.896,1.000,1.229,0.814,0.941
1371,0.626,181.854,106.953,154.369,0.975,1.029,0.972,0.921
1372,0.101,203.810,75.544,154.313,0.942,1.191,0.840,0.811
1373,0.020,245.866,94.454,154.816,1.000,1.464,0.683,0.857
1374,0.007,131.135,217.311,154.871,1.000,1.000,1.000,1.000
1375,0.040,81.221,27.610,155.240,1.000,1.500,0.667,1.000
1376,0.020,147.426,217.010,155.226,1.000,1.464,0.683,0.857
1377,0.067,194.432,46.236,155.839,1.000,1.236,0.809,0.909
1378,0.094,78.249,24.533,155.879,1.000,1.020,0.981,0.933
1379,0.411,170.081,106.302,156.109,0.951,1.060,0.944,0.891
1380,0.007,136.089,224.942,156.101,1.000,1.000,1.000,1.000
1381,0.162,113.847,185.352,156.436,1.000,1.089,0.918,0.889
1382,0.081,148.769,215.185,156.375,1.000,1.218,0.821,0.889
1383,0.020,230.944,88.273,156.375,1.000,1.464,0.683,0.857
1384,0.128,197.771,101.136,156.559,1.000,1.273,0.785,0.974
1385,0.047,109.837,193.130,156.676,1.000,1.069,0.936,0.875
1386,0.862,192.616,101.788,157.226,0.974,1.088,0.919,0.934
1387,0.747,205.685,99.038,157.522,0.976,1.128,0.887,0.941
1388,0.040,220.530,100.225,157.127,1.000,1.500,0.667,1.000
1389,0.566,87.762,24.599,157.717,0.924,1.415,0.707,0.903
1390,0.114,149.483,130.337,157.525,0.985,1.044,0.957,0.850
1391,0.148,150.440,121.901,157.847,0.988,1.149,0.870,0.863
1392,0.108,185.146,100.799,157.947,1.000,1.209,0.827,0.889
1393,0.088,173.245,212.849,158.266,1.000,1.159,0.863,0.897
1394,0.242,130.600,138.062,158.759,0.952,1.312,0.762,0.837
1395,0.539,92.287,24.253,158.983,0.944,1.125,0.889,0.894
1396,0.088,89.475,30.993,158.759,1.000,1.093,0.915,0.897
1397,0.061,108.411,178.656,159.247,1.000,1.340,0.746,0.857
1398,0.074,90.986,26.282,159.450,0.976,1.035,0.966,0.846
1399,0.155,216.697,65.492,160.186,1.000,1.314,0.761,0.885
1400,0.337,143.562,125.780,160.291,0.962,1.237,0.809,0.901
1401,0.040,90.385,28.595,160.409,1.000,1.500,0.667,1.000
1402,1.104,150.647,124.015,161.153,0.928,1.239,0.807,0.921
1403,0.108,252.605,96.081,160.819,1.000,1.000,1.000,1.000
1404,0.040,212.617,56.656,160.901,1.000,1.500,0.667,1.000
1405,0.101,219.994,65.096,160.981,1.000,1.127,0.887,0.857
1406,0.249,270.297,97.577,161.690,1.000,1.074,0.931,0.881
1407,0.081,160.027,210.870,161.681,1.000,1.333,0.750,1.000
1408,0.108,182.345,214.234,162.091,1.000,1.209,0.827,0.889
1409,0.121,172.701,123.586,162.401,0.808,1.255,0.797,0.800
1410,0.108,74.173,33.969,162.665,1.000,1.209,0.827,0.889
1411,0.067,81.599,32.492,162.649,1.000,1.327,0.753,0.909
1412,0.054,165.469,203.198,163.035,0.914,1.195,0.837,0.800
1413,0.061,186.765,119.169,163.376,1.000,1.340,0.746,0.857
1414,0.411,149.772,130.656,163.733,0.951,1.062,0.942,0.897
1415,0.148,203.023,96.786,165.224,0.988,1.245,0.803,0.880
1416,0.168,197.955,102.368,165.724,0.954,1.023,0.978,0.847
1417,0.128,155.768,222.623,165.978,1.000,1.111,0.900,0.884
1418,0.067,117.851,165.020,166.005,0.982,1.241,0.806,0.800
1419,0.027,229.685,98.871,166.235,1.000,1.000,1.000,1.000
1420,0.337,181.407,110.292,166.564,0.962,1.079,0.927,0.901
1421,0.007,89.356,32.123,166.358,1.000,1.000,1.000,1.000
1422,0.337,176.137,111.343,167.559,1.000,1.053,0.949,0.909
1423,0.007,146.656,206.562,167.342,1.000,1.000,1.000,1.000
1424,0.040,113.743,149.127,168.204,1.000,1.500,0.667,1.000
1425,0.155,234.087,102.597,168.537,1.000,1.241,0.806,0.885
1426,0.276,193.851,115.626,168.911,0.976,1.481,0.675,0.911
1427,0.047,144.710,40.902,168.925,1.000,1.069,0.936,0.875
1428,0.047,222.901,74.051,168.878,1.000,1.069,0.936,0.875
1429,0.222,109.996,148.670,169.195,1.000,1.071,0.934,0.957
1430,0.094,94.481,24.697,169.616,1.000,1.125,0.889,0.933
1431,0.215,144.322,40.364,169.696,1.000,1.052,0.951,0.889
1432,0.101,209.752,111.499,169.771,1.000,1.137,0.880,0.968
1433,0.027,160.733,121.066,170.645,1.000,1.468,0.681,0.800
1434,0.027,233.165,104.286,171.732,1.000,1.000,1.000,1.000
1435,0.027,173.382,45.374,172.224,1.000,1.000,1.000,1.000
1436,0.081,241.770,111.753,172.552,1.000,1.000,1.000,0.857
1437,0.013,83.495,195.855,172.758,1.000,2.000,0.500,1.000
1438,0.471,191.375,107.999,174.751,0.991,1.088,0.919,0.909
1439,0.034,124.845,136.787,175.695,1.000,1.553,0.644,0.909
1440,0.013,113.751,228.962,176.409,1.000,2.000,0.500,1.000
1441,0.370,85.814,191.024,177.147,0.950,1.089,0.918,0.909
1442,0.310,219.554,72.941,177.288,0.992,1.198,0.835,0.920
1443,0.444,174.783,130.632,178.200,0.988,1.385,0.722,0.930
1444,0.074,130.945,203.213,179.471,0.976,1.035,0.966,0.846
1445,0.088,239.008,77.730,180.016,1.000,1.148,0.871,0.897
1446,0.283,237.467,76.264,180.457,0.951,1.201,0.833,0.894
1447,0.061,220.162,70.532,180.580,1.000,1.340,0.746,0.857
1448,0.384,213.112,105.348,181.276,0.985,1.085,0.921,0.912
1449,0.135,283.385,94.604,182.046,0.965,1.027,0.974,0.833
1450,0.027,276.124,98.215,182.317,1.000,1.000,1.000,1.000
1451,0.007,176.095,120.573,182.522,1.000,1.000,1.000,1.000
1452,0.175,168.485,120.545,183.781,1.000,1.131,0.884,0.881
1453,0.013,196.563,129.353,183.793,1.000,2.000,0.500,1.000
1454,0.047,248.239,97.763,184.268,1.000,1.069,0.936,0.875
1455,0.020,261.207,92.649,184.764,1.000,1.464,0.683,0.857
1456,0.141,182.136,120.804,185.159,1.000,1.062,0.942,0.913
1457,0.061,222.669,102.440,185.147,1.000,1.000,1.000,1.000
1458,0.114,70.630,189.481,185.389,0.985,1.209,0.827,0.829
1459,0.020,167.409,44.677,185.886,0.809,3.000,0.333,1.000
1460,0.034,228.126,66.732,186.165,1.000,1.553,0.644,0.909
1461,0.047,75.886,188.734,186.624,1.000,1.069,0.936,0.875
1462,0.276,191.200,112.550,186.888,0.997,1.156,0.865,0.921
1463,0.182,117.200,209.620,186.892,1.000,1.223,0.818,0.900
1464,0.108,171.690,126.030,187.732,1.000,1.000,1.000,1.000
1465,0.027,234.670,70.974,188.224,1.000,1.000,1.000,1.000
1466,1.622,89.408,162.546,189.544,0.836,1.422,0.703,0.915
1467,1.205,65.538,191.906,189.732,0.942,1.040,0.962,0.930
1468,0.640,244.062,107.453,189.740,0.996,1.067,0.937,0.922
1469,4.181,89.063,161.900,191.036,0.868,1.304,0.767,0.940
1470,1.124,66.029,193.095,190.879,0.932,1.125,0.889,0.928
1471,0.094,240.570,106.818,190.586,1.000,1.239,0.807,0.933
1472,0.478,214.397,109.005,191.004,0.951,1.096,0.913,0.887
1473,0.357,60.279,191.796,191.484,0.957,1.173,0.853,0.898
1474,0.074,131.868,133.955,192.092,0.853,1.883,0.531,0.759
1475,0.337,77.267,164.096,192.801,0.944,1.221,0.819,0.870
1476,0.088,105.710,158.645,193.024,1.000,1.735,0.576,0.929
1477,0.269,88.841,150.583,194.037,0.953,1.093,0.915,0.860
1478,0.054,80.391,158.409,193.998,1.000,1.229,0.814,0.941
1479,0.027,228.774,106.584,194.050,1.000,1.000,1.000,1.000
1480,0.148,82.040,159.137,194.378,0.988,1.031,0.970,0.846
1481,3.609,55.753,176.714,197.511,0.940,1.035,0.966,0.956
1482,1.501,80.135,156.512,197.907,0.951,1.037,0.964,0.949
1483,0.229,78.238,159.058,198.061,1.000,1.234,0.811,0.907
1484,0.081,119.659,13.374,198.070,1.000,1.000,1.000,0.857
1485,0.916,53.230,186.843,198.885,0.956,1.158,0.863,0.922
1486,0.451,50.879,183.356,199.266,0.898,1.489,0.671,0.876
1487,0.471,68.369,159.713,199.353,0.917,1.191,0.839,0.903
1488,1.791,49.441,181.192,199.747,0.957,1.118,0.895,0.952
1489,2.902,52.095,176.264,200.188,0.811,1.073,0.932,0.899
1490,0.128,48.979,186.983,201.825,1.000,1.111,0.900,0.884
1491,0.175,276.754,97.441,201.917,0.993,1.081,0.925,0.867
1492,0.404,56.909,165.540,202.739,0.952,1.206,0.829,0.923
1493,1.649,60.916,162.977,203.196,0.936,1.032,0.969,0.942
1494,0.599,55.120,166.506,203.684,0.999,1.051,0.951,0.913
1495,0.559,154.234,4.636,207.058,0.965,1.146,0.872,0.892
1496,0.491,161.572,1.035,207.566,0.994,1.086,0.921,0.930
1497,0.020,236.459,69.182,208.012,1.000,1.464,0.683,0.857
1498,0.148,97.862,5.233,208.610,1.000,1.083,0.923,0.936
1499,0.027,276.817,80.163,210.542,1.000,1.000,1.000,1.000
1500,0.936,59.052,166.322,211.196,0.950,1.082,0.924,0.933
1501,0.256,233.895,59.720,211.026,1.000,1.296,0.771,0.916
1502,0.337,64.869,164.111,211.656,0.944,1.139,0.878,0.862
1503,0.283,53.754,167.288,212.308,0.951,1.451,0.689,0.903
1504,1.185,216.505,90.794,212.951,0.949,1.027,0.974,0.936
1505,0.027,221.432,58.051,212.860,1.000,1.468,0.681,0.800
1506,1.589,44.938,178.820,213.701,0.956,1.027,0.974,0.944
1507,0.074,182.108,109.892,213.522,0.976,1.035,0.966,0.846
1508,0.700,229.822,53.278,214.607,0.903,1.326,0.754,0.893
1509,0.209,73.307,140.128,214.950,0.907,1.310,0.764,0.861
1510,1.468,62.992,160.729,216.048,0.921,1.123,0.890,0.930
1511,0.761,60.829,163.546,215.887,0.981,1.046,0.956,0.926
1512,0.269,187.570,122.374,217.481,1.000,1.149,0.870,0.920
1513,0.741,51.961,167.221,217.871,0.955,1.066,0.938,0.913
1514,0.094,170.417,64.164,219.421,1.000,1.125,0.889,0.933
1515,0.034,85.325,5.949,219.773,0.873,1.000,1.000,0.714
1516,0.114,62.601,145.179,220.772,0.985,1.343,0.744,0.829
1517,0.229,119.383,49.887,222.586,1.000,1.127,0.887,0.919
1518,0.034,134.469,68.964,227.649,0.873,1.000,1.000,0.714
1519,0.438,177.164,84.982,229.967,0.973,1.107,0.903,0.909
1520,0.034,36.285,179.190,230.177,1.000,1.553,0.644,0.909
1521,0.370,105.995,59.801,231.788,1.000,1.035,0.966,0.940
1522,0.774,38.663,163.494,236.337,0.956,1.095,0.913,0.913
1523,1.845,39.790,161.595,238.238,0.932,1.040,0.961,0.937
1524,0.013,83.084,116.471,239.588,1.000,2.000,0.500,1.000
1525,0.182,116.149,68.082,241.236,1.000,1.059,0.945,0.885
1526,0.101,41.880,50.103,245.334,1.000,1.127,0.887,0.857
1527,0.835,47.371,115.733,9.019,0.972,1.070,0.934,0.925
1528,0.040,141.443,233.065,30.359,1.000,1.500,0.667,1.000
1529,0.283,102.004,34.496,32.144,0.951,1.235,0.809,0.884
1530,0.343,124.201,87.295,32.480,0.963,1.101,0.908,0.887
1531,0.162,109.202,24.202,34.909,1.000,1.214,0.824,0.889
1532,0.020,178.413,236.484,35.596,1.000,1.464,0.683,0.857
1533,0.969,45.187,132.497,41.391,0.958,1.081,0.925,0.929
1534,0.047,177.809,226.583,44.266,1.000,1.596,0.626,0.875
1535,0.061,167.167,243.184,45.078,1.000,1.340,0.746,0.857
1536,0.040,149.873,216.559,49.613,1.000,1.291,0.775,0.800
1537,0.020,226.484,235.827,49.900,1.000,1.464,0.683,0.857
1538,2.700,44.726,130.660,51.724,0.910,1.015,0.985,0.941
1539,0.013,166.703,225.762,52.759,1.000,2.000,0.500,1.000
1540,0.047,199.923,237.203,53.561,0.898,1.668,0.600,0.778
1541,0.168,189.009,228.962,55.471,0.873,1.642,0.609,0.820
1542,0.162,169.396,232.682,56.830,1.000,1.222,0.818,0.906
1543,0.330,147.619,220.451,57.240,0.943,1.403,0.713,0.907
1544,0.027,246.036,238.931,58.502,1.000,1.000,1.000,1.000
1545,0.013,232.154,246.111,58.502,1.000,2.000,0.500,1.000
1546,0.088,258.333,220.543,59.067,1.000,1.159,0.863,0.897
1547,0.148,163.046,230.458,59.345,1.000,1.249,0.800,0.957
1548,0.094,234.464,243.198,59.774,0.993,1.127,0.887,0.824
1549,0.034,200.641,222.103,60.036,1.000,1.553,0.644,0.909
1550,0.094,184.588,216.942,61.415,0.993,1.127,0.887,0.824
1551,0.034,206.027,215.145,61.595,1.000,1.553,0.644,0.909
1552,0.007,174.395,219.198,61.497,1.000,1.000,1.000,1.000
1553,0.034,178.645,226.534,61.809,1.000,1.553,0.644,0.909
1554,0.081,242.531,241.188,62.030,1.000,1.333,0.750,1.000
1555,0.074,202.571,232.050,62.444,1.000,1.139,0.878,0.815
1556,0.074,176.635,222.055,62.907,0.976,1.035,0.966,0.846
1557,0.020,203.027,234.159,63.247,1.000,1.464,0.683,0.857
1558,0.034,205.918,234.640,63.515,1.000,1.553,0.644,0.909
1559,0.088,194.522,218.984,64.489,1.000,1.450,0.690,0.897
1560,0.141,178.290,224.215,65.205,1.000,1.062,0.942,0.913
1561,0.209,229.805,236.342,66.261,0.960,1.329,0.753,0.899
1562,0.088,206.923,227.782,66.306,1.000,1.159,0.863,0.897
1563,0.067,201.848,236.979,66.313,0.982,1.241,0.806,0.800
1564,0.074,168.052,240.569,66.532,1.000,1.139,0.878,0.815
1565,0.168,231.265,245.051,66.646,0.896,1.716,0.583,0.862
1566,0.074,200.668,232.938,66.681,0.976,1.450,0.689,0.846
1567,0.141,193.360,226.731,66.959,1.000,1.221,0.819,0.857
1568,0.491,143.268,80.475,67.271,0.921,1.358,0.736,0.924
1569,0.020,274.370,236.730,67.186,1.000,1.464,0.683,0.857
1570,0.229,190.823,230.881,67.998,0.919,1.360,0.736,0.861
1571,0.047,191.342,224.285,68.249,1.000,1.069,0.936,0.875
1572,0.222,162.360,216.307,69.277,1.000,1.343,0.744,0.904
1573,0.202,131.518,94.922,69.680,1.000,1.241,0.806,0.923
1574,0.168,215.809,238.772,69.942,0.981,1.447,0.691,0.926
1575,0.074,467.305,241.218,70.351,1.000,1.372,0.729,0.957
1576,0.027,370.548,225.639,70.892,1.000,1.000,1.000,1.000
1577,0.020,163.698,219.827,71.152,1.000,1.464,0.683,0.857
1578,0.135,119.986,32.574,71.491,0.965,1.027,0.974,0.833
1579,0.357,144.887,82.719,72.094,0.877,1.361,0.735,0.876
1580,0.061,191.611,232.983,72.328,1.000,1.000,1.000,1.000
1581,0.027,208.985,228.511,72.615,1.000,1.000,1.000,1.000
1582,0.148,156.140,209.830,72.839,0.988,1.276,0.784,0.863
1583,0.128,176.257,236.990,73.066,1.000,1.391,0.719,0.884
1584,0.007,206.112,235.034,73.805,1.000,1.000,1.000,1.000
1585,0.054,226.948,243.065,74.225,1.000,1.229,0.814,0.941
1586,0.195,188.798,225.021,74.430,0.977,1.360,0.735,0.921
1587,0.054,235.382,229.855,75.538,1.000,1.229,0.814,0.941
1588,0.047,208.065,233.557,75.774,1.000,1.596,0.626,0.875
1589,0.108,161.761,103.589,76.092,1.000,1.452,0.689,0.821
1590,0.027,141.696,16.984,76.143,1.000,1.000,1.000,1.000
1591,0.074,206.724,230.633,77.780,1.000,1.139,0.878,0.815
1592,0.141,167.081,219.444,77.989,1.000,1.000,1.000,0.913
1593,0.027,453.073,237.249,77.866,1.000,2.031,0.492,0.800
1594,0.081,128.074,20.513,78.276,1.000,1.000,1.000,0.857
1595,0.175,177.329,87.942,78.557,0.932,1.333,0.750,0.881
1596,0.007,198.825,238.972,78.974,1.000,1.000,1.000,1.000
1597,0.155,209.357,231.870,79.306,0.964,1.671,0.598,0.885
1598,0.040,268.565,240.791,79.234,1.000,1.291,0.775,0.800
1599,0.148,244.175,244.351,79.686,0.922,1.520,0.658,0.863
1600,0.094,228.156,225.516,79.888,0.993,1.460,0.685,0.848
1601,0.121,197.817,227.216,80.296,1.000,1.130,0.885,0.857
1602,0.020,197.544,233.092,80.478,1.000,1.464,0.683,0.857
1603,0.148,239.164,223.972,80.626,0.863,1.874,0.534,0.898
1604,0.054,71.019,136.235,80.933,1.000,1.229,0.814,0.941
1605,0.007,186.935,219.609,80.943,1.000,1.000,1.000,1.000
1606,0.067,197.862,229.266,81.082,0.982,1.241,0.806,0.800
1607,0.350,64.001,146.063,81.328,0.982,1.121,0.892,0.881
1608,0.094,215.491,240.326,81.435,0.993,1.928,0.519,0.875
1609,0.289,208.075,226.146,81.746,0.884,1.341,0.746,0.896
1610,0.081,167.046,235.937,81.640,1.000,1.333,0.750,1.000
1611,0.067,77.581,130.928,82.092,1.000,1.236,0.809,0.909
1612,0.027,170.292,215.137,82.051,1.000,1.000,1.000,1.000
1613,0.047,189.088,66.608,82.947,0.800,1.668,0.600,0.778
